device_type,cpu_mhz,ram_kb,power_mw,distance_km,channel_loss_db_km,block_size,error_correction,qber,key_rate_bps,latency_s,phase1_init_s,phase2_qkd_s,phase3_post_processing_s,phase4_privacy_amp_s,phase5_key_management_s
Mid-range,81,419,33,4.132886878699375,0.9440276653477064,2000,LDPC,0.07361050502765452,337.84590111234854,3.679914310697042,0.2224093892033273,1.0855662749526664,0.5551323817126582,0.2259720633574664,0.19579066225614522
High-end,154,476,11,4.167098077860089,0.5911579187130589,5000,BCH,0.015549791321350589,288.9963396969952,4.096176316204776,0.10067670784443927,2.849501384841088,0.9622359315421194,0.22895349679753002,0.1328521303004346
Low-end,112,452,17,9.206474478442974,0.5066687191684075,3000,LDPC,0.018184742522365353,371.78645353638245,3.5560528930767594,0.28813186047002015,1.1168090038313279,0.6514520521421362,0.25254634045837177,0.14819312660951278
Low-end,164,249,38,3.959897818490171,1.415578435751813,5000,BCH,0.05840652162426513,144.36122856875372,3.7739830979878497,0.27657692716760063,2.707786455946489,0.6956227108867215,0.44172367827141334,0.16678430235356492
High-end,133,113,30,0.43202720864048105,1.248149109096681,3000,BCH,0.030447798418481005,248.12392760488387,4.414737791547532,0.13776203505929466,1.9974073515957826,0.7076159239014308,0.24480921700157549,0.19095364489325564
Low-end,112,269,15,8.05979978469315,1.3308200207145517,5000,LDPC,0.017894816936382438,144.4707016129866,2.667674610340528,0.1057691352848587,2.841176726488695,0.6468322958337797,0.4481818506916485,0.12190419220698379
Mid-range,162,241,19,1.2462772119418948,1.1745190202328397,5000,BCH,0.09777891135812718,145.68071169237157,2.9054766493310273,0.14290370537971434,2.148886325056351,0.7698696418705717,0.2573464686429824,0.12214303170993496
Low-end,155,500,18,5.320319821089516,1.2732883853856456,1000,LDPC,0.04704219543455693,444.1912022476504,2.591287346309878,0.27802943611851294,2.700512631088835,0.5660620825546652,0.3023668037748078,0.1121265265883875
Low-end,135,91,36,3.3193157438546086,1.8597173350553529,1000,BCH,0.07703384937638502,487.54293866828107,2.99081281810981,0.2472582185403872,2.6673199095140774,0.6909294624133882,0.3036424188738352,0.14514070896728037
Low-end,141,115,33,5.261749793641271,0.359623375396079,3000,BCH,0.05243840025220219,314.3342637610606,4.429376589696717,0.36431959826044713,1.4392123850064154,0.6256925128331304,0.23221303833799276,0.1890610535497969
Low-end,122,169,20,7.085974025975724,0.590524293602432,5000,LDPC,0.011577972163349572,382.0763305891667,3.341853749449946,0.11568320228041294,2.7326970462423112,0.8557918265436197,0.4110220808976766,0.13225421748422928
High-end,158,177,23,0.46497366428462117,1.9763062456986826,5000,LDPC,0.09337488365421372,267.84020080356265,2.971238596842947,0.1260047819374207,2.533831411940945,0.6714618471067345,0.3187117144773406,0.18302081744267026
Low-end,120,334,32,3.707857390510559,1.3660749134990355,3000,BCH,0.08807737733295647,257.6642850804677,4.980817826625629,0.3060062477214923,1.984831272497203,0.9666780954588163,0.43640001053539057,0.1809706992184916
High-end,151,325,22,9.256861078390783,0.3421761405369099,4000,BCH,0.0589791617092956,488.853091891815,2.2316908088861918,0.4385037879479139,1.2024262033779385,0.9029154906826233,0.38956334794058833,0.1597963745243797
Low-end,151,143,28,5.476965749264198,1.8392450209659956,5000,BCH,0.027033274218378214,414.45606572966517,4.244816291249494,0.286675600628187,2.608084571078884,0.5798168966880817,0.4991004989708904,0.12416987214137183
High-end,117,247,25,8.556129698758632,0.3906974071761587,1000,BCH,0.04213363067673705,488.896084355185,3.076518920687299,0.2885065907504869,1.7406762587566467,0.9024235843459963,0.3420468169365959,0.19625047344457583
Low-end,131,398,10,7.889830218948021,0.33879143619245394,4000,LDPC,0.07448971733206487,447.4272077310936,4.745221170056966,0.4707246622070095,1.0112928849570428,0.5547233026368517,0.2049270301134105,0.17700000116669368
Low-end,105,291,41,0.7624465827646861,1.2669998883671205,1000,LDPC,0.024869672427732373,496.639662341766,3.5345165728854555,0.16987322706379182,2.47357505870058,0.7000973423425406,0.31822365235608735,0.16003891767276193
High-end,127,247,45,9.527400465718312,0.8448244775122298,1000,BCH,0.049802306316734886,318.9295990806488,2.8867642824504345,0.18216422299838395,2.5508622510741406,0.8478518921805447,0.25372921563441114,0.17476093617044494
Low-end,139,302,20,8.735458503802347,0.28835220817473317,2000,BCH,0.06781970181634742,268.2772924986712,4.047850171100997,0.3224947102238796,1.4901984381455853,0.6428751837682933,0.21079377511736694,0.10572788239126056
Low-end,158,492,45,1.5351804671283247,0.20861859465074117,3000,LDPC,0.07771279733616268,142.98732429150758,3.184236242230786,0.11040050073188211,1.4550847183400653,0.9662645721414342,0.2611552064189582,0.19853755765745756
Low-end,134,103,27,4.474265110294832,1.6424559715203233,3000,BCH,0.05948314434081131,368.0613189292066,2.2704218267875547,0.3746731230086745,1.6443276452619124,0.9763189316606614,0.336883067376911,0.15412344892082389
Mid-range,84,291,27,7.174372464348558,1.3074421733688528,5000,BCH,0.09947088835222827,246.2135409198036,3.0734115291182307,0.49446149469129574,1.813959377056066,0.8937035826476978,0.4675972061557328,0.17917332119834462
High-end,124,407,20,7.554472765452856,0.6922048623797601,5000,BCH,0.06859063924757793,476.6512734995795,2.2395528272124356,0.4738103515059915,1.797551184324621,0.7636327034128516,0.44152047840284653,0.14816611651430064
Low-end,120,415,45,9.732558745299203,1.65898376769845,4000,LDPC,0.08193675548722075,279.98166757059346,4.223446921909593,0.41991225110186525,2.3096684917643526,0.8852676391443701,0.20498245357245906,0.11618735668334898
High-end,126,385,12,6.745719701234037,1.1024114861217034,5000,LDPC,0.06350964116631298,169.69305035134278,3.5232923555277056,0.4167666878687537,2.447789033735706,0.570435781635614,0.4919114014233053,0.13105503828638726
High-end,88,176,11,1.8376815598545277,1.1737539317847447,5000,LDPC,0.0780359330805338,492.5933198544818,4.589751235332848,0.31682080980166943,2.55678278501758,0.8250988319616348,0.42895593562513856,0.11128339777769375
Low-end,103,270,41,2.0176247284618447,0.4775456605730256,2000,BCH,0.04826778357713155,187.2491337832741,2.9517210773675147,0.35818574026540584,1.415689151731128,0.9016120236453432,0.43469349732843754,0.154041636718012
Mid-range,118,349,22,4.407199719633554,0.7191857146781719,1000,BCH,0.06001506081690916,371.7154397280029,3.264075556429718,0.24767280644869427,1.2387159778060928,0.7982281993516994,0.426440338148081,0.19445993886333868
High-end,87,164,27,4.165566155025132,1.9940409581243153,2000,LDPC,0.03295946933828915,496.31048106623723,2.5540552950336437,0.3918408051208234,1.347033920961874,0.8692758792084173,0.28835010966965346,0.13375001465495873
High-end,134,379,34,1.6752026812425742,1.113436765723932,2000,LDPC,0.07796553748314466,143.12739853042268,4.574906071149314,0.42295777240733845,1.8153575153558996,0.6869649480793496,0.3064272080412199,0.16149252162469357
Low-end,123,386,12,1.1525084851775602,1.3855575917495717,1000,BCH,0.01968451969786069,140.11341341892847,4.557852354217262,0.35092543912142027,1.23864537996468,0.5995196941702587,0.40398198514511363,0.10503084008428325
High-end,98,70,22,8.577479090128074,1.273902271010813,4000,LDPC,0.05090092357408046,237.39972782228455,3.2517818559463993,0.19726616745099124,1.9546597873918325,0.6603259061931668,0.47628052531682813,0.15060987632009518
Mid-range,155,106,44,5.831905165667516,0.9943850301423203,1000,LDPC,0.08347794087476557,245.72732398599175,4.529211239722186,0.3498236518511917,2.620135473611737,0.6008166428572467,0.4869476839850595,0.12522981047110962
High-end,87,96,11,1.6784077729680555,0.8708356738930085,1000,LDPC,0.0339512005389228,388.9832385944562,2.048378878952448,0.4591913347949076,1.9432742382834427,0.5419949351746518,0.387250615373333,0.15893467572770342
High-end,136,371,14,4.578158293128515,0.8652401355464832,4000,BCH,0.019363614620746365,166.56328280912138,2.3020919222877003,0.472032523937296,1.6220988105158125,0.5431065388933942,0.236615123919712,0.11097257984177473
High-end,114,501,36,9.5877589020279,0.9996369829352454,5000,BCH,0.019665488064510524,286.0218369018379,3.0612544465592,0.2718544084144169,1.2790321778402194,0.9776343053701563,0.4845980945491316,0.13751752668946338
High-end,147,457,39,4.549209483358736,1.0053591242334095,5000,LDPC,0.06875240081843277,256.34563269004076,3.4888309684385233,0.24186483849126722,1.0155501206876743,0.7404890221181076,0.38028340443250963,0.1446035780248967
Mid-range,89,201,42,1.5462772660590676,1.6546201160346319,2000,LDPC,0.023160617795634744,236.68023941372437,4.293832576548265,0.44351794178762216,2.231196651256341,0.923837554135576,0.4025583815435134,0.1155438378652227
High-end,167,125,13,7.167777513742267,0.32711400556679665,4000,LDPC,0.03214725296260876,285.51886646461287,3.529475152913248,0.40380342539167335,2.591357916032853,0.5560369933681921,0.23372937477890088,0.11320951648635774
Low-end,148,415,24,4.385342037222055,1.7040342109193805,1000,BCH,0.07739937028597277,397.0230308295587,3.2200784476990028,0.4457732247660553,2.3963780091630236,0.5730596317214536,0.33495134431875917,0.16128884663189186
Low-end,140,510,13,4.512003192949698,0.9213959469371182,2000,BCH,0.014945443484214276,160.52077429491067,2.848743543757582,0.26986376229052955,2.4529246098375492,0.7010191347267747,0.45717521359337343,0.1307327445601943
Low-end,84,493,19,7.261497336448381,1.159967857965477,4000,BCH,0.06959847906282043,279.21092455553094,4.440995683945276,0.3138765223351696,1.812428803847172,0.8792877738814233,0.3323661610816946,0.13665989116853255
Low-end,93,386,48,5.113137082875616,1.4825346722973667,1000,BCH,0.03759935194147198,232.52586546145147,4.512083690000689,0.260151596768355,2.155384355071508,0.7729845305787729,0.49506549862161336,0.19102486725387566
Low-end,80,343,30,8.77193842128758,0.2300795522565719,1000,LDPC,0.06644565786650265,157.13547155867292,3.601079051989482,0.3492054084814432,1.1438331511406377,0.9413402123420103,0.44036463633473377,0.16074505411150675
High-end,136,166,11,6.572044260280512,1.8321476933836114,3000,LDPC,0.02354753240434817,108.41974719719083,2.166227468192643,0.2297730156091515,2.1956603945845456,0.9264794622456884,0.3763156052842924,0.19183150649242864
Mid-range,124,361,37,7.663602094128332,0.9943550564252974,4000,BCH,0.03518754794063033,309.9276612775706,3.8656819317006197,0.2285357543136308,1.0204564966809948,0.8585365002930465,0.37286608014404676,0.11535542946919872
High-end,94,357,50,5.96641022403458,1.3072577127735552,2000,BCH,0.06721194053194464,254.8113902261935,4.984853393572893,0.22843102133795112,1.8667314508739319,0.609166064048787,0.3474392143187922,0.1393969216199675
Low-end,164,326,38,6.343759541731502,1.1682055134429876,5000,BCH,0.04677803266194874,116.99145712940128,3.237224682639536,0.1517876777809382,2.1617883145880916,0.896093113871621,0.22481258513555935,0.18765391803950474
High-end,144,457,34,2.70263727818954,0.4267365347573778,2000,BCH,0.08768710072043331,496.6344340685145,2.167693790223818,0.19270774773520274,2.887998326941652,0.6235455966938412,0.3868302264166187,0.11343579602624862
High-end,110,81,44,1.7277426172803507,0.47933540971881555,4000,BCH,0.06263476320590715,234.6162393354637,2.3087666767692,0.22033048610318945,2.00780214844404,0.5089196527551151,0.28995170200169695,0.19686287560689994
Mid-range,156,408,20,9.235153132654789,1.5257097535084454,2000,BCH,0.037706341997756423,422.9083939203798,3.5264127556809624,0.3901423306747567,2.544336999006704,0.739674730368014,0.456474995715028,0.10407865687980733
Mid-range,80,76,21,6.038761064414548,0.8121408435785915,1000,LDPC,0.054307691468222175,103.72879498658523,4.461011563537233,0.2337936394768519,1.6712063347957187,0.8563416576521583,0.21538426168663333,0.13773827255627277
Low-end,151,69,20,2.6097657263683662,0.958905316429508,1000,LDPC,0.07744909432925973,149.3550961519147,2.2595677633665763,0.37637671730333677,2.2646455961516554,0.5425894768365584,0.3022927572135785,0.1289311835191381
High-end,98,150,37,8.394383668069706,0.9813969807008478,4000,LDPC,0.09266166201878082,198.95903825272325,4.089014757009747,0.374095632196078,1.858126893870717,0.8082540662048296,0.4875677574415664,0.18991753739188869
Mid-range,91,209,34,2.7618198134763596,0.4536478870766198,1000,BCH,0.025411745806776402,366.4929557555473,2.749708444860338,0.45727536456883366,2.181599719321854,0.7963084020447981,0.3606175860981493,0.1398394302907457
High-end,152,242,31,0.9040886175762619,1.006773756238097,5000,BCH,0.09953013690932797,152.0264304211354,4.108783554362296,0.40916362183378463,2.3433150690268336,0.7829219017569247,0.225008827341787,0.19312926124708157
Mid-range,120,74,18,4.922636403762749,0.34637266742825995,4000,LDPC,0.042779469254027855,133.69882598051174,3.4003358282466123,0.17753858270506384,1.1279675348833056,0.5969223574244096,0.28892332523205866,0.18636205721353233
High-end,126,219,38,1.5681987874476808,1.4401397718472304,3000,LDPC,0.072501662500525,146.70779253041516,4.591202290123796,0.40413502552920866,2.2632645168232792,0.9311654276628771,0.2657618102471634,0.15506055406485364
Low-end,167,468,27,1.000045796689803,0.7465001628104779,1000,LDPC,0.010266517056409503,355.0525567576126,2.5280821777009415,0.46086581667210835,1.929689869754024,0.8500752754979541,0.4438430383851887,0.1998195585668813
High-end,162,172,25,0.48634799652462024,1.3876625831837681,2000,LDPC,0.05087439121392321,267.83969864489893,2.098426536024584,0.35843389770979106,2.9513126392825244,0.7957331430738996,0.4540059048526059,0.15702129599459044
Mid-range,135,403,32,1.2324898903212436,1.2280191864979053,1000,BCH,0.029236162667422114,109.35110672755269,3.8345817667530477,0.11139239513809912,2.6422947547150972,0.6576665718126736,0.35685776399882496,0.10767378498667764
High-end,106,181,34,9.129808365602146,1.1448454155871501,5000,LDPC,0.09994763283584523,442.91155307496683,4.497747003158625,0.28374287920117336,1.512463021255969,0.8840507801706528,0.3694362181593286,0.17301488835470075
High-end,108,267,26,8.93974666733332,0.6975754432092443,4000,BCH,0.02113512806774069,448.6876181604501,4.20896116061062,0.2647834086776815,2.855285794272741,0.5907967780746782,0.3397948951085434,0.18606903847671274
Low-end,103,308,42,7.481480553669701,0.9755970802522431,3000,LDPC,0.09054247389996366,127.57357030044906,2.843173219420301,0.2303791174143858,2.2814053439678843,0.7182872535166901,0.4883984140558708,0.17577066350806905
High-end,147,66,50,7.853030839130677,1.3899465660289851,4000,LDPC,0.07041136216061561,158.52131039172588,2.664892250329178,0.13718880672863776,2.4296242111332194,0.6878697620180259,0.47496829380931654,0.17292635825366987
High-end,100,270,33,8.27225061796092,1.0389945933520501,4000,BCH,0.09713956942934075,396.53953246051566,2.662706945607974,0.28134840119072013,1.2881676131586355,0.7396538841761031,0.44670828846127275,0.1775385589323799
Mid-range,125,505,34,4.069696697634674,1.7906938620749362,2000,LDPC,0.04575811514708155,341.42560484922035,3.3395765903891093,0.35744776012579593,1.3779529050444568,0.8245940360295951,0.4113935564137858,0.1532385857562017
Low-end,166,333,29,0.637209736227446,0.3344527594631337,1000,BCH,0.012040346421750841,419.02356916244844,3.168965005570103,0.4375137929165608,1.6759928681873415,0.9058563675418447,0.4891397818437112,0.11770667712980806
Mid-range,152,460,41,0.6395992395524314,0.6903380819090142,2000,BCH,0.07127481867382214,315.7915612080717,2.4150187385704793,0.1845393856266051,1.9837516337833623,0.9730569061226486,0.45703141501441036,0.127813252013282
Mid-range,118,184,25,5.706574844003171,1.9112279650052735,4000,LDPC,0.07811765034761356,340.90561394501856,2.355896233111358,0.35769376023170574,2.0367703282521066,0.6531592391274557,0.23394747927702508,0.19829296208272484
Mid-range,163,487,11,6.660383761853212,1.2542423418119957,3000,BCH,0.0850471995742966,128.56378164373004,4.923034586499314,0.3064406852276126,2.70649925452118,0.9651910745753508,0.3799458180761234,0.10161207156433633
Low-end,128,435,17,0.589678341926557,0.39217792225352355,2000,LDPC,0.08056078421865967,144.17870872282847,2.501961307878463,0.3467039078231806,1.644180568687588,0.8998283314284632,0.29720863301692957,0.126651977662154
Mid-range,132,120,48,8.03633253906405,0.7272891154139376,5000,LDPC,0.044672604718163526,457.8897903050197,2.8523756652593013,0.46604759833497533,1.293322804111905,0.8904739932484238,0.3732157277899117,0.1670783965930681
High-end,153,183,36,1.2834915158187492,0.49479797078745646,1000,LDPC,0.036322497152902096,162.20272408822245,4.2237790071097905,0.16081665795585853,2.3414829980983365,0.7010010794729031,0.41982954826226115,0.1508407997172518
